a,b,x,y
3,-28,-80,0.020186034886431302
3,-28,-79,0.01998180316827548
3,-28,-78,0.01998458896318712
3,-28,-77,0.02021092400247402
3,-28,-76,0.019980608948582338
3,-28,-75,0.01997844470345353
3,-28,-74,0.02013970500785763
3,-28,-73,0.020010782958141442
3,-28,-72,0.020063445155897197
3,-28,-71,0.019984944997975554
3,-28,-70,0.02021720692118345
3,-28,-69,0.020247618736408568
3,-28,-68,0.020168024922626936
3,-28,-67,0.020068004541352588
3,-28,-66,0.01998060604676642
3,-28,-65,0.02005482599474234
3,-28,-64,0.020192850957196057
3,-28,-63,0.02023719100950601
3,-28,-62,0.020243455722332233
3,-28,-61,0.01998151988016328
3,-28,-60,0.020147751593990824
3,-28,-59,0.020096845670422803
3,-28,-58,0.020031535428043288
3,-28,-57,0.020037257618922145
3,-28,-56,0.020026833206578557
3,-28,-55,0.020065753013211417
3,-28,-54,0.02003628172144439
3,-28,-53,0.020057990103454163
3,-28,-52,0.020006354166878307
3,-28,-51,0.020144284505735237
3,-28,-50,0.020200395206591587
3,-28,-49,0.02001395543552623
3,-28,-48,0.02023942592964401
3,-28,-47,0.020172434140870693
3,-28,-46,0.020246809852385753
3,-28,-45,0.019982340259642066
3,-28,-44,0.02001807118335445
3,-28,-43,0.01998039340148269
3,-28,-42,0.020248095519568913
3,-28,-41,0.020145494073028063
3,-28,-40,0.02022096818482879
3,-28,-39,0.020051571738968862
3,-28,-38,0.020235194173068412
3,-28,-37,0.02020311760058365
3,-28,-36,0.01997898886825613
3,-28,-35,0.020141969139863665
3,-28,-34,0.020126640062075964
3,-28,-33,0.019990988939375377
3,-28,-32,0.020133749837106186
3,-28,-31,0.020155799405214028
3,-28,-30,0.019978705803766098
3,-28,-29,0.020222378042058384
3,-28,-28,0.020246065618177263
3,-28,-27,0.020092154644784276
3,-28,-26,0.020183951206058686
3,-28,-25,0.020088645878477782
3,-28,-24,0.020232522856872926
3,-28,-23,0.019986869164319222
3,-28,-22,0.020086293880581165
3,-28,-21,0.019988600709890284
3,-28,-20,0.02022774361789931
3,-28,-19,0.020074750343863156
3,-28,-18,0.020166981504372943
3,-28,-17,0.02011592776997318
3,-28,-16,0.020247988537439508
3,-28,-15,0.02023854791331563
3,-28,-14,0.019986462040000284
3,-28,-13,0.020193851068276036
3,-28,-12,0.020178776992287543
3,-28,-11,0.019978571165129192
3,-28,-10,0.020180859819186443
3,-28,-9,0.020197642628155515
3,-28,-8,0.01998905939374376
3,-28,-7,0.020241778494469394
3,-28,-6,0.020246973313940316
3,-28,-5,0.02013021272798621
3,-28,-4,0.020151245833480637
3,-28,-3,0.020056936038191937
3,-28,-2,0.020214915422580134
3,-28,-1,0.019999527423910007
3,-28,0,0.020112351157525906
3,-28,1,0.019999527423910007
3,-28,2,0.020214915422580134
3,-28,3,0.020056936038191937
3,-28,4,0.020151245833480637
3,-28,5,0.02013021272798621
3,-28,6,0.020246973313940316
3,-28,7,0.020241778494469394
3,-28,8,0.01998905939374376
3,-28,9,0.020197642628155515
3,-28,10,0.020180859819186443
3,-28,11,0.019978571165129192
3,-28,12,0.020178776992287543
3,-28,13,0.020193851068276036
3,-28,14,0.019986462040000284
3,-28,15,0.02023854791331563
3,-28,16,0.020247988537439508
3,-28,17,0.02011592776997318
3,-28,18,0.020166981504372943
3,-28,19,0.020074750343863156
3,-28,20,0.02022774361789931
3,-28,21,0.019988600709890284
3,-28,22,0.020086293880581165
3,-28,23,0.019986869164319222
3,-28,24,0.020232522856872926
3,-28,25,0.020088645878477782
3,-28,26,0.020183951206058686
3,-28,27,0.020092154644784276
3,-28,28,0.020246065618177263
3,-28,29,0.020222378042058384
3,-28,30,0.019978705803766098
3,-28,31,0.020155799405214028
3,-28,32,0.020133749837106186
3,-28,33,0.019990988939375377
3,-28,34,0.020126640062075964
3,-28,35,0.020141969139863665
3,-28,36,0.01997898886825613
3,-28,37,0.02020311760058365
3,-28,38,0.020235194173068412
3,-28,39,0.020051571738968862
3,-28,40,0.02022096818482879
3,-28,41,0.020145494073028063
3,-28,42,0.020248095519568913
3,-28,43,0.01998039340148269
3,-28,44,0.02001807118335445
3,-28,45,0.019982340259642066
3,-28,46,0.020246809852385753
3,-28,47,0.020172434140870693
3,-28,48,0.02023942592964401
3,-28,49,0.02001395543552623
3,-28,50,0.020200395206591587
3,-28,51,0.020144284505735237
3,-28,52,0.020006354166878307
3,-28,53,0.020057990103454163
3,-28,54,0.02003628172144439
3,-28,55,0.020065753013211417
3,-28,56,0.020026833206578557
3,-28,57,0.020037257618922145
3,-28,58,0.020031535428043288
3,-28,59,0.020096845670422803
3,-28,60,0.020147751593990824
3,-28,61,0.01998151988016328
3,-28,62,0.020243455722332233
3,-28,63,0.02023719100950601
3,-28,64,0.020192850957196057
3,-28,65,0.02005482599474234
3,-28,66,0.01998060604676642
3,-28,67,0.020068004541352588
3,-28,68,0.020168024922626936
3,-28,69,0.020247618736408568
3,-28,70,0.02021720692118345
3,-28,71,0.019984944997975554
3,-28,72,0.020063445155897197
3,-28,73,0.020010782958141442
3,-28,74,0.02013970500785763
3,-28,75,0.01997844470345353
3,-28,76,0.019980608948582338
3,-28,77,0.02021092400247402
3,-28,78,0.01998458896318712
3,-28,79,0.01998180316827548
3,-28,80,0.020186034886431302
3,-28,81,0.019981512989679807
3,-28,82,0.020000127650300972
3,-28,83,0.02004642806334529
3,-28,84,0.020114656992470087
3,-28,85,0.020195695212841147
3,-28,86,0.020026795930772428
3,-28,87,0.02021880780158815
3,-28,88,0.02010886111255554
3,-28,89,0.020229648468303867
3,-28,90,0.020001427853807523
3,-28,91,0.02014422111309745
3,-28,92,0.020042189937578975
3,-28,93,0.020138568078632547
3,-28,94,0.019983258347518087
3,-28,95,0.020016490561100112
3,-28,96,0.020246798548462383
3,-28,97,0.020102925130616588
3,-28,98,0.020132688975554616
3,-28,99,0.020206565042484692
3,-28,100,0.020153643446406997
-4,0,-100,-3.063691725553096
-4,0,-99,-2.359222409667906
-4,0,-98,-3.4761997425030504
-4,0,-97,-3.73852615403242
-4,0,-96,-2.0095454582585432
-4,0,-95,-2.333246836826573
-4,0,-94,-2.037080810728718
-4,0,-93,-3.34956999330338
-4,0,-92,-2.6278305890957965
-4,0,-91,-3.2362781286485856
-4,0,-90,-2.1891197623496312
-4,0,-89,-2.144904913812056
-4,0,-88,-3.899060322165115
-4,0,-87,-2.2404289342946524
-4,0,-86,-2.4431569044348063
-4,0,-85,-2.4759133181162265
-4,0,-84,-3.932753342002734
-4,0,-83,-2.6836225632132575
-4,0,-82,-2.1774997533374405
-4,0,-81,-2.023567028267128
-4,0,-80,-2.5898746229296585
-4,0,-79,-2.0258015165314327
-4,0,-78,-2.047503632514083
-4,0,-77,-2.3154925823106
-4,0,-76,-2.0166366395333952
-4,0,-75,-2.0002342984211237
-4,0,-74,-3.326146940909729
-4,0,-73,-2.2764809143828573
-4,0,-72,-2.933427432150567
-4,0,-71,-2.0503103571557557
-4,0,-70,-2.2552702779476634
-4,0,-69,-2.0035041303804406
-4,0,-68,-2.833339962083411
-4,0,-67,-3.008376353771089
-4,0,-66,-2.0166144696056434
-4,0,-65,-2.801403439199488
-4,0,-64,-2.508400024007617
-4,0,-63,-2.0831641600853255
-4,0,-62,-2.0345547419083854
-4,0,-61,-2.023620031289343
-4,0,-60,-3.1693612547868897
-4,0,-59,-3.5871728663664273
-4,0,-58,-2.497216829735196
-4,0,-57,-2.5657242015283472
-4,0,-56,-2.4435730461372565
-4,0,-55,-2.9708964326147624
-4,0,-54,-2.5537787303766906
-4,0,-53,-2.8484789477724157
-4,0,-52,-2.234280553968212
-4,0,-51,-3.235051466984388
-4,0,-50,-2.424055076261171
-4,0,-49,-2.307691691943468
-4,0,-48,-2.065555141986591
-4,0,-47,-2.769556211241577
-4,0,-46,-2.0094619450589226
-4,0,-45,-2.029950203667049
-4,0,-44,-2.3494652703761156
-4,0,-43,-2.014991163764621
-4,0,-42,-2.000009137800443
-4,0,-41,-3.2118243923709966
-4,0,-40,-2.2207111631507197
-4,0,-39,-2.7545679801614282
-4,0,-38,-2.0991565909285965
-4,0,-37,-2.395009254895715
-4,0,-36,-2.004333576705177
-4,0,-35,-3.2804711962642754
-4,0,-34,-3.616971449036569
-4,0,-33,-2.0991425019431875
-4,0,-32,-3.4526411313656737
-4,0,-31,-3.026779185927742
-4,0,-30,-2.002199141032708
-4,0,-29,-2.2080317365122912
-4,0,-28,-2.014975391753473
-4,0,-27,-3.4784519814238513
-4,0,-26,-2.61585996199475
-4,0,-25,-3.401313478733703
-4,0,-24,-2.1209438781374264
-4,0,-23,-2.065611518786639
-4,0,-22,-3.3514788915177185
-4,0,-21,-2.0795749209082586
-4,0,-20,-2.1610882068788624
-4,0,-19,-3.1264983881296953
-4,0,-18,-2.848870511548429
-4,0,-17,-3.896656688906874
-4,0,-16,-2.0007922796221562
-4,0,-15,-2.072436979955874
-4,0,-14,-2.0623552537960537
-4,0,-13,-2.4968791076111265
-4,0,-12,-2.6827243927041198
-4,0,-11,-2.0011854775386597
-4,0,-10,-2.655397793760849
-4,0,-9,-2.454156367831032
-4,0,-8,-2.0833050804647604
-4,0,-7,-2.0473420698113536
-4,0,-6,-2.0082550796667737
-4,0,-5,-3.532471248138769
-4,0,-4,-3.105823199801766
-4,0,-3,-2.8326234956942686
-4,0,-2,-2.276863796973882
-4,0,-1,-2.172176500743118
-4,0,0,-4.0
-4,0,1,-2.172176500743118
-4,0,2,-2.276863796973882
-4,0,3,-2.8326234956942686
-4,0,4,-3.105823199801766
-4,0,5,-3.532471248138769
-4,0,6,-2.0082550796667737
-4,0,7,-2.0473420698113536
-4,0,8,-2.0833050804647604
-4,0,9,-2.454156367831032
-4,0,10,-2.655397793760849
-4,0,11,-2.0011854775386597
-4,0,12,-2.6827243927041198
-4,0,13,-2.4968791076111265
-4,0,14,-2.0623552537960537
-4,0,15,-2.072436979955874
-4,0,16,-2.0007922796221562
-4,0,17,-3.896656688906874
-4,0,18,-2.848870511548429
-4,0,19,-3.1264983881296953
-4,0,20,-2.1610882068788624
-4,0,21,-2.0795749209082586
-4,0,22,-3.3514788915177185
-4,0,23,-2.065611518786639
-4,0,24,-2.1209438781374264
-4,0,25,-3.401313478733703
-4,0,26,-2.61585996199475
-4,0,27,-3.4784519814238513
-4,0,28,-2.014975391753473
-4,0,29,-2.2080317365122912
-4,0,30,-2.002199141032708
-4,0,31,-3.026779185927742
-4,0,32,-3.4526411313656737
-4,0,33,-2.0991425019431875
-4,0,34,-3.616971449036569
-4,0,35,-3.2804711962642754
-4,0,36,-2.004333576705177
-4,0,37,-2.395009254895715
-4,0,38,-2.0991565909285965
-4,0,39,-2.7545679801614282
-4,0,40,-2.2207111631507197
-4,0,41,-3.2118243923709966
-4,0,42,-2.000009137800443
-4,0,43,-2.014991163764621
-4,0,44,-2.3494652703761156
-4,0,45,-2.029950203667049
-4,0,46,-2.0094619450589226
-4,0,47,-2.769556211241577
-4,0,48,-2.065555141986591
-4,0,49,-2.307691691943468
-4,0,50,-2.424055076261171
-4,0,51,-3.235051466984388
-4,0,52,-2.234280553968212
-4,0,53,-2.8484789477724157
-4,0,54,-2.5537787303766906
-4,0,55,-2.9708964326147624
-4,0,56,-2.4435730461372565
-4,0,57,-2.5657242015283472
-4,0,58,-2.497216829735196
-4,0,59,-3.5871728663664273
-4,0,60,-3.1693612547868897
-4,0,61,-2.023620031289343
-4,0,62,-2.0345547419083854
-4,0,63,-2.0831641600853255
-4,0,64,-2.508400024007617
-4,0,65,-2.801403439199488
-4,0,66,-2.0166144696056434
-4,0,67,-3.008376353771089
-4,0,68,-2.833339962083411
-4,0,69,-2.0035041303804406
-4,0,70,-2.2552702779476634
-4,0,71,-2.0503103571557557
-4,0,72,-2.933427432150567
-4,0,73,-2.2764809143828573
-4,0,74,-3.326146940909729
-4,0,75,-2.0002342984211237
-4,0,76,-2.0166366395333952
-4,0,77,-2.3154925823106
-4,0,78,-2.047503632514083
-4,0,79,-2.0258015165314327
-4,0,80,-2.5898746229296585
-4,0,81,-2.023567028267128
-4,0,82,-2.1774997533374405
-4,0,83,-2.6836225632132575
-4,0,84,-3.932753342002734
-4,0,85,-2.4759133181162265
-4,0,86,-2.4431569044348063
-4,0,87,-2.2404289342946524
-4,0,88,-3.899060322165115
-4,0,89,-2.144904913812056
-4,0,90,-2.1891197623496312
-4,0,91,-3.2362781286485856
-4,0,92,-2.6278305890957965
-4,0,93,-3.34956999330338
-4,0,94,-2.037080810728718
-4,0,95,-2.333246836826573
-4,0,96,-2.0095454582585432
-4,0,97,-3.73852615403242
-4,0,98,-3.4761997425030504
-4,0,99,-2.359222409667906
-4,0,100,-3.063691725553096
-34,5,-100,-2.8632240807568885
-34,5,-99,-2.960417649805711
-34,5,-98,-2.826348008739785
-34,5,-97,-2.775446710382991
-34,5,-96,-3.0384706114667686
-34,5,-95,-2.6367444455347058
-34,5,-94,-2.5867445664324555
-34,5,-93,-2.8366056531605195
-34,5,-92,-2.6766367654667156
-34,5,-91,-2.846533616956956
-34,5,-90,-2.613864888439438
-34,5,-89,-3.0047398833622543
-34,5,-88,-2.785463268328416
-34,5,-87,-2.9837733244381717
-34,5,-86,-2.652609731438689
-34,5,-85,-2.9399622247017394
-34,5,-84,-2.7953076549233487
-34,5,-83,-2.6833216849977357
-34,5,-82,-2.6119069423132806
-34,5,-81,-2.5841664283660464
-34,5,-80,-2.9220005693979365
-34,5,-79,-2.5845947377621243
-34,5,-78,-2.5887132274240825
-34,5,-77,-2.9686944991593442
-34,5,-76,-2.5828328755906598
-34,5,-75,-2.57964548913613
-34,5,-74,-2.838597228839193
-34,5,-73,-2.6280319462697994
-34,5,-72,-2.710473767108411
-34,5,-71,-2.589240448691797
-34,5,-70,-2.9806999985040634
-34,5,-69,-3.0401012905397735
-34,5,-68,-2.8890490083178295
-34,5,-67,-2.71783426385864
-34,5,-66,-2.582828597138191
-34,5,-65,-2.696658664407336
-34,5,-64,-2.9346527325143406
-34,5,-63,-3.019488856165232
-34,5,-62,-3.031841175211227
-34,5,-61,-2.5841765973558766
-34,5,-60,-2.8527663950184845
-34,5,-59,-2.765256374488633
-34,5,-58,-2.6599649940450143
-34,5,-57,-2.668895161291333
-34,5,-56,-2.6526674348904704
-34,5,-55,-2.7141949118340136
-34,5,-54,-2.667368278789098
-34,5,-53,-2.7017151988219794
-34,5,-52,-2.6213076915399287
-34,5,-51,-2.846645310613696
-34,5,-50,-2.9487748297143113
-34,5,-49,-2.6328681391333784
-34,5,-48,-3.0238848249744112
-34,5,-47,-2.897052759356826
-34,5,-46,-3.038493074679367
-34,5,-45,-2.5853878371957357
-34,5,-44,-2.639166562460871
-34,5,-43,-2.582515107018541
-34,5,-42,-3.0410499639313806
-34,5,-41,-2.8487780342041242
-34,5,-40,-2.987930055254954
-34,5,-39,-2.6914761178552573
-34,5,-38,-3.0155711646444128
-34,5,-37,-2.9539017044622007
-34,5,-36,-2.580446230834844
-34,5,-35,-2.8425710118410548
-34,5,-34,-2.8158650441649358
-34,5,-33,-2.5982203945172158
-34,5,-32,-2.8281939140274757
-34,5,-31,-2.86706842787263
-34,5,-30,-2.5800296431932197
-34,5,-29,-2.990648491175316
-34,5,-28,-3.0370147838641
-34,5,-27,-2.7574401462768465
-34,5,-26,-2.918152839639295
-34,5,-25,-2.7516202640021845
-34,5,-24,-3.0103448440232383
-34,5,-23,-2.5920931757163617
-34,5,-22,-2.747731678873445
-34,5,-21,-2.5946652354058792
-34,5,-20,-3.0010361003364485
-34,5,-19,-2.7287918525864914
-34,5,-18,-2.887160919595922
-34,5,-17,-2.7974746350482698
-34,5,-16,-3.040837049934782
-34,5,-15,-3.022156403821105
-34,5,-14,-2.591489103743892
-34,5,-13,-2.936517665036117
-34,5,-12,-2.908638394987832
-34,5,-11,-2.5798315377947056
-34,5,-10,-2.912461453349218
-34,5,-9,-2.943607775202668
-34,5,-8,-2.5953473508179363
-34,5,-7,-3.028524990639241
-34,5,-6,-3.038817940619041
-34,5,-5,-2.8220479313431666
-34,5,-4,-2.8589599614417756
-34,5,-3,-2.7000287786220425
-34,5,-2,-2.976311000062201
-34,5,-1,-2.6110039788941286
-34,5,0,-2.791383517540034
-34,5,1,-2.6110039788941286
-34,5,2,-2.976311000062201
-34,5,3,-2.7000287786220425
-34,5,4,-2.8589599614417756
-34,5,5,-2.8220479313431666
-34,5,6,-3.038817940619041
-34,5,7,-3.028524990639241
-34,5,8,-2.5953473508179363
-34,5,9,-2.943607775202668
-34,5,10,-2.912461453349218
-34,5,11,-2.5798315377947056
-34,5,12,-2.908638394987832
-34,5,13,-2.936517665036117
-34,5,14,-2.591489103743892
-34,5,15,-3.022156403821105
-34,5,16,-3.040837049934782
-34,5,17,-2.7974746350482698
-34,5,18,-2.887160919595922
-34,5,19,-2.7287918525864914
-34,5,20,-3.0010361003364485
-34,5,21,-2.5946652354058792
-34,5,22,-2.747731678873445
-34,5,23,-2.5920931757163617
-34,5,24,-3.0103448440232383
-34,5,25,-2.7516202640021845
-34,5,26,-2.918152839639295
-34,5,27,-2.7574401462768465
-34,5,28,-3.0370147838641
-34,5,29,-2.990648491175316
-34,5,30,-2.5800296431932197
-34,5,31,-2.86706842787263
-34,5,32,-2.8281939140274757
-34,5,33,-2.5982203945172158
-34,5,34,-2.8158650441649358
-34,5,35,-2.8425710118410548
-34,5,36,-2.580446230834844
-34,5,37,-2.9539017044622007
-34,5,38,-3.0155711646444128
-34,5,39,-2.6914761178552573
-34,5,40,-2.987930055254954
-34,5,41,-2.8487780342041242
-34,5,42,-3.0410499639313806
-34,5,43,-2.582515107018541
-34,5,44,-2.639166562460871
-34,5,45,-2.5853878371957357
-34,5,46,-3.038493074679367
-34,5,47,-2.897052759356826
-34,5,48,-3.0238848249744112
-34,5,49,-2.6328681391333784
-34,5,50,-2.9487748297143113
-34,5,51,-2.846645310613696
-34,5,52,-2.6213076915399287
-34,5,53,-2.7017151988219794
-34,5,54,-2.667368278789098
-34,5,55,-2.7141949118340136
-34,5,56,-2.6526674348904704
-34,5,57,-2.668895161291333
-34,5,58,-2.6599649940450143
-34,5,59,-2.765256374488633
-34,5,60,-2.8527663950184845
-34,5,61,-2.5841765973558766
-34,5,62,-3.031841175211227
-34,5,63,-3.019488856165232
-34,5,64,-2.9346527325143406
-34,5,65,-2.696658664407336
-34,5,66,-2.582828597138191
-34,5,67,-2.71783426385864
-34,5,68,-2.8890490083178295
-34,5,69,-3.0401012905397735
-34,5,70,-2.9806999985040634
-34,5,71,-2.589240448691797
-34,5,72,-2.710473767108411
-34,5,73,-2.6280319462697994
-34,5,74,-2.838597228839193
-34,5,75,-2.57964548913613
-34,5,76,-2.5828328755906598
-34,5,77,-2.9686944991593442
-34,5,78,-2.5887132274240825
-34,5,79,-2.5845947377621243
-34,5,80,-2.9220005693979365
-34,5,81,-2.5841664283660464
-34,5,82,-2.6119069423132806
-34,5,83,-2.6833216849977357
-34,5,84,-2.7953076549233487
-34,5,85,-2.9399622247017394
-34,5,86,-2.652609731438689
-34,5,87,-2.9837733244381717
-34,5,88,-2.785463268328416
-34,5,89,-3.0047398833622543
-34,5,90,-2.613864888439438
-34,5,91,-2.846533616956956
-34,5,92,-2.6766367654667156
-34,5,93,-2.8366056531605195
-34,5,94,-2.5867445664324555
-34,5,95,-2.6367444455347058
-34,5,96,-3.0384706114667686
-34,5,97,-2.775446710382991
-34,5,98,-2.826348008739785
-34,5,99,-2.960417649805711
-34,5,100,-2.8632240807568885
43,-5,-100,3.6211363374278296
43,-5,-99,3.7440576159307524
43,-5,-98,3.5744989522297286
43,-5,-97,3.510123780778489
43,-5,-96,3.84277165567856
43,-5,-95,3.334706210529187
43,-5,-94,3.2714710693116347
43,-5,-93,3.587471855467716
43,-5,-92,3.3851582622079053
43,-5,-91,3.6000278096808564
43,-5,-90,3.3057703000851713
43,-5,-89,3.800112205428733
43,-5,-88,3.522791780532997
43,-5,-87,3.7735956750247466
43,-5,-86,3.3547711309371655
43,-5,-85,3.718187519475729
43,-5,-84,3.5352420341677644
43,-5,-83,3.393612719261842
43,-5,-82,3.3032940741020904
43,-5,-81,3.268210482933529
43,-5,-80,3.695471308356214
43,-5,-79,3.268752168346216
43,-5,-78,3.2739608464481043
43,-5,-77,3.7545253959956413
43,-5,-76,3.2665239308940697
43,-5,-75,3.2624928244956934
43,-5,-74,3.589990612943685
43,-5,-73,3.323687461458864
43,-5,-72,3.4279521172253435
43,-5,-71,3.2746276262866845
43,-5,-70,3.769708821637492
43,-5,-69,3.8448339850944193
43,-5,-68,3.6537972752254904
43,-5,-67,3.4372609807623977
43,-5,-66,3.266518519910065
43,-5,-65,3.410480075573984
43,-5,-64,3.711472573474019
43,-5,-63,3.818765318091323
43,-5,-62,3.8343873686494927
43,-5,-61,3.268223343714785
43,-5,-60,3.6079104407586717
43,-5,-59,3.497236003029742
43,-5,-58,3.364073374821636
43,-5,-57,3.375367409868451
43,-5,-56,3.3548441088320655
43,-5,-55,3.4326582708488997
43,-5,-54,3.373436352586212
43,-5,-53,3.416875104392503
43,-5,-52,3.3151832569475572
43,-5,-51,3.6001690693055566
43,-5,-50,3.729332872873982
43,-5,-49,3.3298038230216256
43,-5,-48,3.824324925702932
43,-5,-47,3.6639196662453974
43,-5,-46,3.8428000650356697
43,-5,-45,3.2697552058651955
43,-5,-44,3.337769476053455
43,-5,-43,3.266122047111684
43,-5,-42,3.8460337779132168
43,-5,-41,3.6028663373758043
43,-5,-40,3.778852716940089
43,-5,-39,3.403925678464002
43,-5,-38,3.8138105905796986
43,-5,-37,3.735816861525725
43,-5,-36,3.2635055272323026
43,-5,-35,3.595016279681334
43,-5,-34,3.561241085267419
43,-5,-33,3.285984616595302
43,-5,-32,3.576833479505337
43,-5,-31,3.6259983058389147
43,-5,-30,3.262978666391425
43,-5,-29,3.7822907388393703
43,-5,-28,3.8409304619457734
43,-5,-27,3.4873507732324827
43,-5,-26,3.690605061896756
43,-5,-25,3.4799903338851155
43,-5,-24,3.8072008321470365
43,-5,-23,3.2782354869353987
43,-5,-22,3.4750724173987684
43,-5,-21,3.281488385954494
43,-5,-20,3.795428009249038
43,-5,-19,3.4511191076829153
43,-5,-18,3.6514093983124893
43,-5,-17,3.537982626678694
43,-5,-16,3.8457645043292827
43,-5,-15,3.8221389813031617
43,-5,-14,3.2774715135584516
43,-5,-13,3.713831164604501
43,-5,-12,3.6785720877787287
43,-5,-11,3.2627281213285984
43,-5,-10,3.683407132176952
43,-5,-9,3.722798068638668
43,-5,-8,3.2823510613285665
43,-5,-7,3.8301933705143343
43,-5,-6,3.843210924900552
43,-5,-5,3.5690606190516516
43,-5,-4,3.6157434806469513
43,-5,-3,3.414742278845524
43,-5,-2,3.76415802949043
43,-5,-1,3.302152090954339
43,-5,0,3.5302791545359256
43,-5,1,3.302152090954339
43,-5,2,3.76415802949043
43,-5,3,3.414742278845524
43,-5,4,3.6157434806469513
43,-5,5,3.5690606190516516
43,-5,6,3.843210924900552
43,-5,7,3.8301933705143343
43,-5,8,3.2823510613285665
43,-5,9,3.722798068638668
43,-5,10,3.683407132176952
43,-5,11,3.2627281213285984
43,-5,12,3.6785720877787287
43,-5,13,3.713831164604501
43,-5,14,3.2774715135584516
43,-5,15,3.8221389813031617
43,-5,16,3.8457645043292827
43,-5,17,3.537982626678694
43,-5,18,3.6514093983124893
43,-5,19,3.4511191076829153
43,-5,20,3.795428009249038
43,-5,21,3.281488385954494
43,-5,22,3.4750724173987684
43,-5,23,3.2782354869353987
43,-5,24,3.8072008321470365
43,-5,25,3.4799903338851155
43,-5,26,3.690605061896756
43,-5,27,3.4873507732324827
43,-5,28,3.8409304619457734
43,-5,29,3.7822907388393703
43,-5,30,3.262978666391425
43,-5,31,3.6259983058389147
43,-5,32,3.576833479505337
43,-5,33,3.285984616595302
43,-5,34,3.561241085267419
43,-5,35,3.595016279681334
43,-5,36,3.2635055272323026
43,-5,37,3.735816861525725
43,-5,38,3.8138105905796986
43,-5,39,3.403925678464002
43,-5,40,3.778852716940089
43,-5,41,3.6028663373758043
43,-5,42,3.8460337779132168
43,-5,43,3.266122047111684
43,-5,44,3.337769476053455
43,-5,45,3.2697552058651955
43,-5,46,3.8428000650356697
43,-5,47,3.6639196662453974
43,-5,48,3.824324925702932
43,-5,49,3.3298038230216256
43,-5,50,3.729332872873982
43,-5,51,3.6001690693055566
43,-5,52,3.3151832569475572
43,-5,53,3.416875104392503
43,-5,54,3.373436352586212
43,-5,55,3.4326582708488997
43,-5,56,3.3548441088320655
43,-5,57,3.375367409868451
43,-5,58,3.364073374821636
43,-5,59,3.497236003029742
43,-5,60,3.6079104407586717
43,-5,61,3.268223343714785
43,-5,62,3.8343873686494927
43,-5,63,3.818765318091323
43,-5,64,3.711472573474019
43,-5,65,3.410480075573984
43,-5,66,3.266518519910065
43,-5,67,3.4372609807623977
43,-5,68,3.6537972752254904
43,-5,69,3.8448339850944193
43,-5,70,3.769708821637492
43,-5,71,3.2746276262866845
43,-5,72,3.4279521172253435
43,-5,73,3.323687461458864
43,-5,74,3.589990612943685
43,-5,75,3.2624928244956934
43,-5,76,3.2665239308940697
43,-5,77,3.7545253959956413
43,-5,78,3.2739608464481043
43,-5,79,3.268752168346216
43,-5,80,3.695471308356214
43,-5,81,3.268210482933529
43,-5,82,3.3032940741020904
43,-5,83,3.393612719261842
43,-5,84,3.5352420341677644
43,-5,85,3.718187519475729
43,-5,86,3.3547711309371655
43,-5,87,3.7735956750247466
43,-5,88,3.522791780532997
43,-5,89,3.800112205428733
43,-5,90,3.3057703000851713
43,-5,91,3.6000278096808564
43,-5,92,3.3851582622079053
43,-5,93,3.587471855467716
43,-5,94,3.2714710693116347
43,-5,95,3.334706210529187
43,-5,96,3.84277165567856
43,-5,97,3.510123780778489
43,-5,98,3.5744989522297286
43,-5,99,3.7440576159307524
43,-5,100,3.6211363374278296
45,-36,-100,0.20766574026868775
45,-36,-99,0.20804002953429798
45,-36,-98,0.20751736914301505
45,-36,-97,0.20730645581985982
45,-36,-96,0.20832417081504773
45,-36,-95,0.2066928530521737
45,-36,-94,0.20645649642427924
45,-36,-93,0.20755900672304842
45,-36,-92,0.20687546646298832
45,-36,-91,0.2075990360440256
45,-36,-90,0.2065857532497696
45,-36,-89,0.20820309510054602
45,-36,-88,0.20734853510763002
45,-36,-87,0.20812652918556435
45,-36,-86,0.20676609800434367
45,-36,-85,0.20796320258623163
45,-36,-84,0.2073896137411335
45,-36,-83,0.20690556750813613
45,-36,-82,0.20657650610616393
45,-36,-81,0.20644407619744556
45,-36,-80,0.20789490253142417
45,-36,-79,0.20644614119843663
45,-36,-78,0.20646596483032392
45,-36,-77,0.20807083097778228
45,-36,-76,0.20643764264061437
45,-36,-75,0.20642224017770539
45,-36,-74,0.20756705792076738
45,-36,-73,0.2066522764075455
45,-36,-72,0.20702639047061475
45,-36,-71,0.20646849823908195
45,-36,-70,0.2081152202373743
45,-36,-69,0.2083299595437826
45,-36,-68,0.2077675144850634
45,-36,-67,0.2070587516732046
45,-36,-66,0.2064376219897154
45,-36,-65,0.20696520160869508
45,-36,-64,0.20794309537115627
45,-36,-63,0.20825635168409026
45,-36,-62,0.20830057626776805
45,-36,-61,0.2064441252324819
45,-36,-60,0.20762403192753395
45,-36,-59,0.20726335138547977
45,-36,-58,0.2067997758810218
45,-36,-57,0.20684042995338764
45,-36,-56,0.20676636289781364
45,-36,-55,0.2070427715496989
45,-36,-54,0.2068334970710137
45,-36,-53,0.20698766605014973
45,-36,-52,0.20662078615658963
45,-36,-51,0.2075994848894911
45,-36,-50,0.2079964248876712
45,-36,-49,0.20667483115927923
45,-36,-48,0.20827212967649955
45,-36,-47,0.20779870834724912
45,-36,-46,0.2083242505969652
